Resources,MSE
0.0,0.08333333333333333
1.0,0.03547357218871941
2.0,0.02253267237494367
3.0,0.01650982334489021
4.0,0.013027618551328819
5.0,0.010758472296933837
6.0,0.00916254352208173
7.0,0.007978935609989628
8.0,0.007066139061616733
9.0,0.006340752013188765
10.0,0.005750431282346177
11.0,0.00526066600031564
12.0,0.004847779716889665
13.0,0.004494988088281567
14.0,0.004190061174893154
15.0,0.003923876790268786
16.0,0.003689492325855963
17.0,0.003481530480799359
18.0,0.003295761650517435
19.0,0.003128813241137637
20.0,0.002977963073257892
21.0,0.0028409898008466155
22.0,0.002716062795371829
23.0,0.002601659858990036
24.0,0.002496504893149591
25.0,0.002399520095980804
26.0,0.0023097888852958845
27.0,0.002226526840781066
28.0,0.0021490587122840197
29.0,0.002076800066457602
30.0,0.0020092425155716297
31.0,0.0019459417385043498
32.0,0.0018865076969514039
33.0,0.0018305965914291468
34.0,0.0017779042065213526
35.0,0.001728160373282641
36.0,0.0016811243359558874
37.0,0.001636580855277155
38.0,0.0015943369152769365
39.0,0.0015542189272780965
40.0,0.001516070345664039
41.0,0.0014797496263632194
42.0,0.001445128471921154
43.0,0.0014120903172966943
44.0,0.0013805290187199734
45.0,0.0013503477145364931
46.0,0.0013214578322805722
47.0,0.0012937782205374355
48.0,0.001267234387672344
49.0,0.0012417578323875278
50.0,0.0012172854534388316
51.0,0.0011937590278026477
52.0,0.0011711247482081794
53.0,0.0011493328123024585
54.0,0.001128337056845621
55.0,0.0011080946312815117
56.0,0.0010885657058260037
57.0,0.001069713209888429
58.0,0.001051502597211415
59.0,0.0010339016345984845
60.0,0.0010168802115110842
61.0,0.0010004101681689494
62.0,0.0009844651400893896
63.0,0.0009690204172601917
64.0,0.000954052816363914
65.0,0.0009395405646638794
66.0,0.0009254631943287616
67.0,0.0009118014461170937
68.0,0.0008985371814685692
69.0,0.0008856533021583372
70.0,0.0008731336767659131
71.0,0.0008609630732937865
72.0,0.0008491270973439305
73.0,0.0008376121353246167
74.0,0.0008264053022164191
75.0,0.000815494393476045
76.0,0.000804867840700557
77.0,0.0007945146707133948
78.0,0.0007844244677679986
79.0,0.0007745873385953633
80.0,0.0007649938800489598
81.0,0.0007556351491245967
82.0,0.0007465026351543021
83.0,0.0007375882339924914
84.0,0.0007288842240298552
85.0,0.0007203832438857472
86.0,0.0007120782716436192
87.0,0.0007039626055063956
88.0,0.0006960298457597861
89.0,0.0006882738779415106
90.0,0.000680688857123409
91.0,0.0006732691932215258
92.0,0.0006660095372565736
93.0,0.0006589047684938097
94.0,0.0006519499823973505
95.0,0.0006451404793393761
96.0,0.0006384717540096027
97.0,0.000631939485474871
98.0,0.0006255395278427644
99.0,0.0006192679014868622
100.0,0.0006131207847946046
101.0,0.0006070945064018115
102.0,0.0006011855378807008
103.0,0.0005953904868508011
104.0,0.0005897060904845027
105.0,0.0005841292093811152
106.0,0.000578656821785272
107.0,0.0005732860181273039
108.0,0.0005680139958648582
109.0,0.0005628380546065481
110.0,0.0005577555914998049
111.0,0.0005527640968663803
112.0,0.0005478611500701262
113.0,0.0005430444156027522
114.0,0.0005383116393742666
115.0,0.0005336606451957201
116.0,0.0005290893314427208
117.0,0.0005245956678889746
118.0,0.0005201776926998263
119.0,0.0005158335095764491
120.0,0.0005115612850419481
121.0,0.000507359245861217
122.0,0.0005032256765869222
123.0,0.0004991589172244768
124.0,0.0004951573610093289
125.0,0.0004912194522903108
126.0,0.0004873436845131924
127.0,0.00048352859829894635
128.0,0.00047977277961157603
